20 74	' ' 't'
20706572 63656e74	' per' 'cent'
63 6c	'c' 'l'
2068 6f6d65	' h' 'ome'
2064 697374	' d' 'ist'
2064 6972656374	' d' 'irect'
69 726564	'i' 'red'
20696e63 7265	' inc' 're'
20636f6e74 726f	' cont' 'ro'
2052 6570	' R' 'ep'
73 6f6e	's' 'on'
6f72 6e	'or' 'n'
6c 657373	'l' 'ess'
6f73 6564	'os' 'ed'
20726573 756c74	' res' 'ult'
2068 617264	' h' 'ard'
2063 617265	' c' 'are'
617465 6c79	'ate' 'ly'
206d 696c6c696f6e	' m' 'illion'
6368 6e	'ch' 'n'
20636f6d70 6c65	' comp' 'le'
20706c 616365	' pl' 'ace'
2077697468 6f7574	' with' 'out'
20696e 666f726d	' in' 'form'
20696e636c7564 696e67	' includ' 'ing'
20696d 706f7274	' im' 'port'
2061 76	' a' 'v'
636f6e 6f6d	'con' 'om'
2068 756d	' h' 'um'
20 696465	' ' 'ide'
2070726f 626c65	' pro' 'ble'
206275 696c64	' bu' 'ild'
20746f 70	' to' 'p'
616d 61	'am' 'a'
206e756d 626572	' num' 'ber'
20636f756e74 7279	' count' 'ry'
67 79	'g' 'y'
6f6e65 79	'one' 'y'
61 696d	'a' 'im'
2042 6c	' B' 'l'
7265 74	're' 't'
72 616c	'r' 'al'
6162 6c79	'ab' 'ly'
75 726f	'u' 'ro'
207374 616e64	' st' 'and'
2067 6c	' g' 'l'
2065 6c	' e' 'l'
7269 656e64	'ri' 'end'
2066 6f7572	' f' 'our'
6973 686564	'is' 'hed'
77 617973	'w' 'ays'
2070617274 6963	' part' 'ic'
20626574 746572	' bet' 'ter'
63 6f	'c' 'o'
2074 7269	' t' 'ri'
42 7574	'B' 'ut'
20726563 656e74	' rec' 'ent'
20696e74 6572657374	' int' 'erest'
206d 6f76	' m' 'ov'
206c65 74	' le' 't'
72 6174696f6e	'r' 'ation'
207365 61736f6e	' se' 'ason'
206c 657373	' l' 'ess'
65 6164	'e' 'ad'
2074 75726e	' t' 'urn'
206c6974 746c65	' lit' 'tle'
206265 68	' be' 'h'
206d 696c	' m' 'il'
20617070 726f	' app' 'ro'
72 616374	'r' 'act'
6c 696e65	'l' 'ine'
2062 726f	' b' 'ro'
6c 696e67	'l' 'ing'
6973 6564	'is' 'ed'
2063616c6c 6564	' call' 'ed'
61 7070	'a' 'pp'
31 30	'1' '0'
2063 617365	' c' 'ase'
2064 72	' d' 'r'
2049 6e64	' I' 'nd'
207265 7374	' re' 'st'
206c65 6674	' le' 'ft'
2070 6f70	' p' 'op'
20616e 6e	' an' 'n'
20 5a	' ' 'Z'
656e 6379	'en' 'cy'
6f64 65	'od' 'e'
206d 6f7665	' m' 'ove'
696e 61	'in' 'a'
20617474 61636b	' att' 'ack'
20546865 7265	' The' 're'
206b65 6570	' ke' 'ep'
2066 756c6c	' f' 'ull'
6572 696e67	'er' 'ing'
20646964 6e	' did' 'n'
62 65	'b' 'e'
2066 756e	' f' 'un'
206d 61696e	' m' 'ain'
616a 6f72	'aj' 'or'
5f 5f	'_' '_'
20656666 656374	' eff' 'ect'
696e 616c	'in' 'al'
6d 65	'm' 'e'
6c65 67	'le' 'g'
20707265 76	' pre' 'v'
2070726f 6772616d	' pro' 'gram'
207573 696e67	' us' 'ing'
2074 657374	' t' 'est'
2070 6179	' p' 'ay'
74 6f	't' 'o'
6174 757265	'at' 'ure'
2065 6172	' e' 'ar'
2076 616c	' v' 'al'
20706f6c 696365	' pol' 'ice'
2077 726974	' w' 'rit'
20666f72 6d	' for' 'm'
2065 636f6e6f6d	' e' 'conom'
2064 617461	' d' 'ata'
206e6577 73	' new' 's'
2070 6f73	' p' 'os'
2077 696e	' w' 'in'
20416d65726963 616e	' Americ' 'an'
206c65 76656c	' le' 'vel'
2073 6974	' s' 'it'
206368 6172	' ch' 'ar'
61696e 73	'ain' 's'
6976 696e67	'iv' 'ing'
75 636b	'u' 'ck'
20736d 616c6c	' sm' 'all'
696e 6564	'in' 'ed'
72656164 79	'read' 'y'
48 65	'H' 'e'
2073 63686f6f6c	' s' 'chool'
206c 697374	' l' 'ist'
6f6c6f67 79	'olog' 'y'
72 6170	'r' 'ap'
6d 6974	'm' 'it'
6964 6564	'id' 'ed'
706c 6f79	'pl' 'oy'
27 7265	"'" 're'
67 6572	'g' 'er'
2065 6173	' e' 'as'
2070726f 63657373	' pro' 'cess'
6972 64	'ir' 'd'
206368 616e6765	' ch' 'ange'
20776f6d 656e	' wom' 'en'
20637572 72656e74	' cur' 'rent'
207265 6365	' re' 'ce'
2070 726f6d	' p' 'rom'
2068 697374	' h' 'ist'
2064 7269	' d' 'ri'
20 3d	' ' '='
69 616e73	'i' 'ans'
7265 656e	're' 'en'
2070726573 6964656e74	' pres' 'ident'
20636f6d70 616e79	' comp' 'any'
2053 6f	' S' 'o'
7573 6564	'us' 'ed'
206d 6174	' m' 'at'
7275 6374	'ru' 'ct'
20616c 7265616479	' al' 'ready'
6f68 6e	'oh' 'n'
20556e 69746564	' Un' 'ited'
77 6974	'w' 'it'
2074 79	' t' 'y'
207768 79	' wh' 'y'
2062 7265	' b' 're'
2075 6e74	' u' 'nt'
206d 6f6e6579	' m' 'oney'
2073 6f6c	' s' 'ol'
20616c 77617973	' al' 'ways'
206c 61746572	' l' 'ater'
206578 70656374	' ex' 'pect'
207465 63686e	' te' 'chn'
20627573 696e657373	' bus' 'iness'
2048 6f77	' H' 'ow'
206f66666963 69616c	' offic' 'ial'
72 6f6e	'r' 'on'
20 51	' ' 'Q'
204f 62	' O' 'b'
7374 616e64	'st' 'and'
6976657273 697479	'ivers' 'ity'
2062 6f	' b' 'o'
2062 6f6f6b	' b' 'ook'
2050 68	' P' 'h'
61 69676e	'a' 'ign'
207468 696e67	' th' 'ing'
20636c 617373	' cl' 'ass'
2070726f 6a656374	' pro' 'ject'
6173 6573	'as' 'es'
20636c 61696d	' cl' 'aim'
206a 6f62	' j' 'ob'
20696e666f726d 6174696f6e	' inform' 'ation'
206f72 67616e	' or' 'gan'
61 6666	'a' 'ff'
2053 6865	' S' 'he'
617264 73	'ard' 's'
2074 616c6b	' t' 'alk'
2042 65	' B' 'e'
20646573 69676e	' des' 'ign'
207374 6f7279	' st' 'ory'
206368 616e67	' ch' 'ang'
206d 616a6f72	' m' 'ajor'
206162 6c65	' ab' 'le'
2070726f 66	' pro' 'f'
202d 2d	' -' '-'
2e2e 2e	'..' '.'
6c65 6374696f6e	'le' 'ction'
6976 656e	'iv' 'en'
6572 7461696e	'er' 'tain'
207265 7365	' re' 'se'
206865 616c7468	' he' 'alth'
2076 6973	' v' 'is'
2070 617374	' p' 'ast'
7572 73	'ur' 's'
2066 726565	' f' 'ree'
6865 7265	'he' 're'
6f75 7468	'ou' 'th'
2041 64	' A' 'd'
206f 706572	' o' 'per'
7074 696f6e	'pt' 'ion'
2061 776179	' a' 'way'
69 6f72	'i' 'or'
2043 616e	' C' 'an'
206d 757374	' m' 'ust'
2063 697479	' c' 'ity'
616d70 6c65	'amp' 'le'
72 697374	'r' 'ist'
73 63	's' 'c'
7572 616c	'ur' 'al'
2068617070 656e	' happ' 'en'
757468 6f72	'uth' 'or'
2031 38	' 1' '8'
20696d706f7274 616e74	' import' 'ant'
6163 79	'ac' 'y'
7572 697479	'ur' 'ity'
206b 696c6c	' k' 'ill'
2073 6b	' s' 'k'
20 657374	' ' 'est'
75 726564	'u' 'red'
206f 6c64	' o' 'ld'
2070 6174	' p' 'at'
7572 79	'ur' 'y'
656e64 696e67	'end' 'ing'
20646f6573 6e	' does' 'n'
697373 696f6e	'iss' 'ion'
206c65 617374	' le' 'ast'
2067 726f77	' g' 'row'
206564 6974	' ed' 'it'
2076 6172	' v' 'ar'
61696e 6564	'ain' 'ed'
53 74	'S' 't'
2063 6f7374	' c' 'ost'
2047 6f	' G' 'o'
6e65 79	'ne' 'y'
6964 6572	'id' 'er'
6964 6573	'id' 'es'
656c 73	'el' 's'
2064 617973	' d' 'ays'
207465 6c6c	' te' 'll'
2068 6f70	' h' 'op'
207374 7265	' st' 're'
2063616d70 6169676e	' camp' 'aign'
73 696465	's' 'ide'
2031 32	' 1' '2'
206d 656e	' m' 'en'
2063 616d65	' c' 'ame'
2061 6666	' a' 'ff'
20636f6e 7374	' con' 'st'
726573 6964656e74	'res' 'ident'
20656e 6f756768	' en' 'ough'
2076 696577	' v' 'iew'
6363 657373	'cc' 'ess'
206b 696e64	' k' 'ind'
204d 6172	' M' 'ar'
6f 6164	'o' 'ad'
2053 70	' S' 'p'
6572 6e	'er' 'n'
206d 616b696e67	' m' 'aking'
206c 61726765	' l' 'arge'
20726563 6f7264	' rec' 'ord'
35 30	'5' '0'
7573 68	'us' 'h'
2066 7269656e64	' f' 'riend'
206d 6172	' m' 'ar'
2066616d 696c79	' fam' 'ily'
e280 a6	'�' '�'
6c65 79	'le' 'y'
2065 6c656374	' e' 'lect'
6572 616c	'er' 'al'
20706f6c 6963	' pol' 'ic'
2074 6178	' t' 'ax'
6973 696e67	'is' 'ing'
62 79	'b' 'y'
7070 6564	'pp' 'ed'
616c 697479	'al' 'ity'
6174 6f72	'at' 'or'
6966 696564	'if' 'ied'
41 73	'A' 's'
6976 6564	'iv' 'ed'
617265 6e74	'are' 'nt'
72 6f72	'r' 'or'
20756e74 696c	' unt' 'il'
696f6e 616c	'ion' 'al'
20706f6c6974 6963616c	' polit' 'ical'
2076 696465	' v' 'ide'
206465 616c	' de' 'al'
65 65	'e' 'e'
7269 6573	'ri' 'es'
616c 66	'al' 'f'
6175 6768	'au' 'gh'
20 7665	' ' 've'
20776f726b 696e67	' work' 'ing'
75 6564	'u' 'ed'
20526570 75626c6963	' Rep' 'ublic'
20746f 6f6b	' to' 'ok'
206465 62	' de' 'b'
62 73	'b' 's'
49 66	'I' 'f'
6973 746572	'is' 'ter'
206c 696e65	' l' 'ine'
204a 6f686e	' J' 'ohn'
61696e 696e67	'ain' 'ing'
2061 6972	' a' 'ir'
2d2d 2d2d	'--' '--'
20 6573	' ' 'es'
20696e 7465726e	' in' 'tern'
2066 6f7265	' f' 'ore'
69 6f6c	'i' 'ol'
616e 65	'an' 'e'
6f63 726174	'oc' 'rat'
20626563 6f6d65	' bec' 'ome'
20616374 75616c6c79	' act' 'ually'
6170 73	'ap' 's'
6f6e 79	'on' 'y'
206d65 616e	' me' 'an'
77 6f726b	'w' 'ork'
2066 756e64	' f' 'und'
2053 63	' S' 'c'
77 617265	'w' 'are'
31 39	'1' '9'
656d 626572	'em' 'ber'
2050 6c	' P' 'l'
20666f72 6d6572	' for' 'mer'
206f66 74656e	' of' 'ten'
2045 75726f	' E' 'uro'
6f74 74	'ot' 't'
616e 6e	'an' 'n'
2077 6f6e	' w' 'on'
2067 697665	' g' 'ive'
6f 696e74	'o' 'int'
20616363 6f7264696e67	' acc' 'ording'
2065 766572	' e' 'ver'
6d 6f7374	'm' 'ost'
656e 67	'en' 'g'
79 656172	'y' 'ear'
77 68	'w' 'h'
6172 696e67	'ar' 'ing'
2067 616d6573	' g' 'ames'
6973 6f6e	'is' 'on'
2068756d 616e	' hum' 'an'
2062 6173	' b' 'as'
20776f72 64	' wor' 'd'
697a 6174696f6e	'iz' 'ation'
20726574 75726e	' ret' 'urn'
2074 696d6573	' t' 'imes'
206f72 646572	' or' 'der'
2052 757373	' R' 'uss'
2062 6974	' b' 'it'
2044 656d	' D' 'em'
206e 616d65	' n' 'ame'
31 31	'1' '1'
67 696e	'g' 'in'
207365 766572	' se' 'ver'
2041 6c6c	' A' 'll'
206465 76	' de' 'v'
6963 6c65	'ic' 'le'
7574 757265	'ut' 'ure'
66 6f72	'f' 'or'
6974 686572	'it' 'her'
69 7175	'i' 'qu'
2070 6172	' p' 'ar'
203139 39	' 19' '9'
204d 63	' M' 'c'
2077 72	' w' 'r'
2043 6f6e	' C' 'on'
7261 6674	'ra' 'ft'
2073 696e67	' s' 'ing'
20706572 666f726d	' per' 'form'
2053 79	' S' 'y'
6964 64	'id' 'd'
206d61726b 6574	' mark' 'et'
2066 6163	' f' 'ac'
2063686172 6163	' char' 'ac'
546865 7265	'The' 're'
204f 72	' O' 'r'
2041 74	' A' 't'
204d 6179	' M' 'ay'
2072 61	' r' 'a'
20646f 696e67	' do' 'ing'
20617070 656172	' app' 'ear'
45 52	'E' 'R'
63 686564	'c' 'hed'
20706c6179 657273	' play' 'ers'
206c 61	' l' 'a'
206e 69676874	' n' 'ight'
206c65 6172	' le' 'ar'
616b 656e	'ak' 'en'
726f 70	'ro' 'p'
6174 73	'at' 's'
6d 626572	'm' 'ber'
20746f 646179	' to' 'day'
2065 61726c79	' e' 'arly'
2031 35	' 1' '5'
207365 656e	' se' 'en'
2f 2f	'/' '/'
206861 76696e67	' ha' 'ving'
20 2c	' ' ','
2070 6f74	' p' 'ot'
206368696c64 72656e	' child' 'ren'
206576 656e74	' ev' 'ent'
206d6564 6961	' med' 'ia'
20736f63 69616c	' soc' 'ial'
2063 726974	' c' 'rit'
2050 7265736964656e74	' P' 'resident'
20776865 74686572	' whe' 'ther'
207365766572 616c	' sever' 'al'
20636f6e74726f 6c	' contro' 'l'
6964 656e6365	'id' 'ence'
206d65 6574	' me' 'et'
73 68	's' 'h'
206d696c 6974	' mil' 'it'
2070 72657373	' p' 'ress'
2077 656e74	' w' 'ent'
617274 6d656e74	'art' 'ment'
656e 65	'en' 'e'
2066 697665	' f' 'ive'
20796f75 6e67	' you' 'ng'
6f72 696573	'or' 'ies'
207375 7265	' su' 're'
2070726f 70	' pro' 'p'
696f7573 6c79	'ious' 'ly'
2065 7175	' e' 'qu'
207175657374 696f6e	' quest' 'ion'
206f 6363	' o' 'cc'
206c696b65 6c79	' like' 'ly'
766572 74	'ver' 't'
756e 65	'un' 'e'
206d656d 62657273	' mem' 'bers'
62 72	'b' 'r'
616e64 73	'and' 's'
2063 65727461696e	' c' 'ertain'
69 756d	'i' 'um'
20656e 67	' en' 'g'
2077 61746572	' w' 'ater'
2059 6f726b	' Y' 'ork'
206578 616d706c65	' ex' 'ample'
6f74 73	'ot' 's'
2043 6f6c	' C' 'ol'
2073 696465	' s' 'ide'
20616e 74	' an' 't'
206172 67	' ar' 'g'
2064 6f6e65	' d' 'one'
656e 6e	'en' 'n'
20 76657273	' ' 'vers'
20696e76 6f6c	' inv' 'ol'
204d 72	' M' 'r'
205374 61746573	' St' 'ates'
204575726f 7065	' Euro' 'pe'
656e64 6564	'end' 'ed'
6c65 74	'le' 't'
20616c 6f6e67	' al' 'ong'
207368 6f7274	' sh' 'ort'
207375 6363657373	' su' 'ccess'
656e74 69616c	'ent' 'ial'
206d6f6e7468 73	' month' 's'
62 616c6c	'b' 'all'
2068 6f7572	' h' 'our'
2031 31	' 1' '1'
207365 78	' se' 'x'
69 766572	'i' 'ver'
69 616c6c79	'i' 'ally'
41 6e64	'A' 'nd'
6c 66	'l' 'f'
656d 7074	'em' 'pt'
2077697468 696e	' with' 'in'
20646573 63	' des' 'c'
696d 617465	'im' 'ate'
20636f7572 7365	' cour' 'se'
2066 69676874	' f' 'ight'
7374 6572	'st' 'er'
7572 6368	'ur' 'ch'
7562 6c	'ub' 'l'
20616d 6f6e67	' am' 'ong'
20616374 6976	' act' 'iv'
75 6666	'u' 'ff'
e280 93	'�' '�'
6167 7565	'ag' 'ue'
206f6e 6365	' on' 'ce'
2066 7574757265	' f' 'uture'
20696e76657374 6967	' invest' 'ig'
756c 6174696f6e	'ul' 'ation'
7265 77	're' 'w'
20706f7373 69626c65	' poss' 'ible'
204f62 616d61	' Ob' 'ama'
206368 6f	' ch' 'o'
6e 656374	'n' 'ect'
20756e646572 7374616e64	' under' 'stand'
6974 696e67	'it' 'ing'
20636f6e 636572	' con' 'cer'
204f 6e	' O' 'n'
20 5d	' ' ']'
6f6e 6573	'on' 'es'
6f7274 756e	'ort' 'un'
2070726f626c65 6d	' proble' 'm'
2042 72	' B' 'r'
20707269 76	' pri' 'v'
206d65 616e73	' me' 'ans'
2076 696f6c	' v' 'iol'
2043 6172	' C' 'ar'
2061 7574686f72	' a' 'uthor'
6974 697665	'it' 'ive'
204e 6f	' N' 'o'
6767 657374	'gg' 'est'
206176 61696c	' av' 'ail'
6f63 69	'oc' 'i'
6f7572 6e	'our' 'n'
6d 79	'm' 'y'
206b6e 6f776e	' kn' 'own'
2070726f6475 6374	' produ' 'ct'
206e 6f6e	' n' 'on'
6976 6964	'iv' 'id'
2074686f756768 74	' though' 't'
2079 6574	' y' 'et'
67 72657373	'g' 'ress'
206163 726f7373	' ac' 'ross'
2070726f74 656374	' prot' 'ect'
206c6f63 616c	' loc' 'al'
616c 64	'al' 'd'
6c 6572	'l' 'er'
2068 6f6c64	' h' 'old'
2054 65	' T' 'e'
2066 61696c	' f' 'ail'
2057 68656e	' W' 'hen'
205374 617465	' St' 'ate'
696e 63	'in' 'c'
20636f6d6d756e 697479	' commun' 'ity'
207265 61736f6e	' re' 'ason'
206f72 6967	' or' 'ig'
207375 6767657374	' su' 'ggest'
20 26	' ' '&'
31 32	'1' '2'
206d 616b6573	' m' 'akes'
766572 616765	'ver' 'age'
6e 6f74	'n' 'ot'
70 6f72	'p' 'or'
62 61636b	'b' 'ack'
20323031 36	' 201' '6'
20 69	' ' 'i'
62 6f6f6b	'b' 'ook'
2061736b 6564	' ask' 'ed'
6564 6572616c	'ed' 'eral'
6f72 6c64	'or' 'ld'
207265706f7274 6564	' report' 'ed'
59 6f75	'Y' 'ou'
6167 6564	'ag' 'ed'
656e73 697665	'ens' 'ive'
2067 6976656e	' g' 'iven'
20737472 6f6e67	' str' 'ong'
2070726f 62	' pro' 'b'
206d 7573	' m' 'us'
206f74686572 73	' other' 's'
2062656c6965 7665	' belie' 've'
2076696465 6f	' vide' 'o'
69 626572	'i' 'ber'
2062 656e	' b' 'en'
20676574 74696e67	' get' 'ting'
2048 6f757365	' H' 'ouse'
616e 636573	'an' 'ces'
20616e6e 6f756e	' ann' 'oun'
206c 69676874	' l' 'ight'
6f7265 64	'ore' 'd'
6f 626572	'o' 'ber'
20556e 6976657273697479	' Un' 'iversity'
2033 30	' 3' '0'
2043 6f	' C' 'o'
6974 696f6e73	'it' 'ions'
20 6964656e74	' ' 'ident'
6972 6f6e	'ir' 'on'
2073 656e74	' s' 'ent'
2063 7574	' c' 'ut'
206c 696d	' l' 'im'
2063 61	' c' 'a'
204368 72697374	' Ch' 'rist'
696574 79	'iet' 'y'
33 30	'3' '0'
7572 74686572	'ur' 'ther'
2073 6f7572	' s' 'our'
2063 72656174	' c' 'reat'
20636f6e 64	' con' 'd'
20 58	' ' 'X'
7265 7374	're' 'st'
616d 73	'am' 's'
27 7665	"'" 've'
206e 6574	' n' 'et'
6173 68696e67	'as' 'hing'
2062 6174	' b' 'at'
616d 656e74	'am' 'ent'
206e 6174696f6e616c	' n' 'ational'
2e 2c	'.' ','
20636c 6f7365	' cl' 'ose'
207374617274 6564	' start' 'ed'
207361 66	' sa' 'f'
206465 617468	' de' 'ath'
6173 746572	'as' 'ter'
20617661696c 61626c65	' avail' 'able'
6172 6d	'ar' 'm'
2068 6967	' h' 'ig'
46 6f72	'F' 'or'
2062 61736564	' b' 'ased'
20697373 7565	' iss' 'ue'
6f 66	'o' 'f'
20696e64 757374	' ind' 'ust'
2044656d 6f63726174	' Dem' 'ocrat'
204d 696e	' M' 'in'
206c 6f77	' l' 'ow'
20666f6c6c6f77 696e67	' follow' 'ing'
726573 656e74	'res' 'ent'
20616363 6f756e74	' acc' 'ount'
206c 616e64	' l' 'and'
75 7365	'u' 'se'
2043 656e74	' C' 'ent'
20656d 706c6f79	' em' 'ploy'
206c 6f7665	' l' 'ove'
20323031 35	' 201' '5'
20 23	' ' '#'
2068697374 6f7279	' hist' 'ory'
206167 6f	' ag' 'o'
6f7274 73	'ort' 's'
73656c 766573	'sel' 'ves'
206d 6f6d	' m' 'om'
2070617274 79	' part' 'y'
6162 696c697479	'ab' 'ility'
20736572 696573	' ser' 'ies'
65 62	'e' 'b'
20636f6d 6573	' com' 'es'
207472 79696e67	' tr' 'ying'
75 6c79	'u' 'ly'
7574 6573	'ut' 'es'
2041 6d	' A' 'm'
20616c 6d6f7374	' al' 'most'
676574 686572	'get' 'her'
75 6d656e74	'u' 'ment'
20746f 676574686572	' to' 'gether'
696e 6174696f6e	'in' 'ation'
41 54	'A' 'T'
20416d65726963 61	' Americ' 'a'
70 726f	'p' 'ro'
20696465 61	' ide' 'a'
6965 66	'ie' 'f'
20616363 657373	' acc' 'ess'
2066 6f63	' f' 'oc'
686572 73	'her' 's'
696c 6172	'il' 'ar'
2046 6c	' F' 'l'
7265 6564	're' 'ed'
61696c 73	'ail' 's'
20636f6d6d 6974	' comm' 'it'
6974696f6e 616c	'ition' 'al'
206973 6e	' is' 'n'
2053 656e	' S' 'en'
20636c65 6172	' cle' 'ar'
2031 36	' 1' '6'
204f 6e65	' O' 'ne'
207472 6164	' tr' 'ad'
7468 6f756768	'th' 'ough'
72 696e67	'r' 'ing'
205768 6174	' Wh' 'at'
207072 616374	' pr' 'act'
20616464 6564	' add' 'ed'
20696d70 726f	' imp' 'ro'
206578706572 69656e6365	' exper' 'ience'
657265 6e6365	'ere' 'nce'
2066696c 6d	' fil' 'm'
31 35	'1' '5'
2068 616c66	' h' 'alf'
757374 6f6d	'ust' 'om'
67 6564	'g' 'ed'
2068 6974	' h' 'it'
61 66	'a' 'f'
2042 726f	' B' 'ro'
776974 746572	'wit' 'ter'
72 696374	'r' 'ict'
20616e 616c	' an' 'al'
696e74 6f6e	'int' 'on'
6f67 726170	'og' 'rap'
756e 6368	'un' 'ch'
20323031 34	' 201' '4'
2072 756c	' r' 'ul'
69766964 75616c	'ivid' 'ual'
206c6f6f6b 696e67	' look' 'ing'
2073 6978	' s' 'ix'
206c 697665	' l' 'ive'
20616e79 7468696e67	' any' 'thing'
20617265 61	' are' 'a'
20636f6d706c65 7465	' comple' 'te'
6572 6d616e	'er' 'man'
6d696e 697374	'min' 'ist'
206d 697373	' m' 'iss'
7261 656c	'ra' 'el'
2045 78	' E' 'x'
20436f6d 6d	' Com' 'm'
2066 6176	' f' 'av'
2072 6973	' r' 'is'
61 69	'a' 'i'
6e 6573	'n' 'es'
2070726573 656e74	' pres' 'ent'
6f74 65	'ot' 'e'
7275 67	'ru' 'g'
20736179 696e67	' say' 'ing'
7261 77	'ra' 'w'
61 6964	'a' 'id'
2043616e 6164	' Can' 'ad'
2076 696374	' v' 'ict'
49 4e	'I' 'N'
6369 616c6c79	'ci' 'ally'
2062 6164	' b' 'ad'
6f77 73	'ow' 's'
75 6765	'u' 'ge'
2074 616b656e	' t' 'aken'
6572 74	'er' 't'
20656e74 697265	' ent' 'ire'
6f74 6f	'ot' 'o'
2050 72	' P' 'r'
6174 6f7273	'at' 'ors'
65 76	'e' 'v'
2062 696c6c	' b' 'ill'
20636f6d70 6574	' comp' 'et'
2045 6e67	' E' 'ng'
206d 6f72	' m' 'or'
20626568 696e64	' beh' 'ind'
69 656e	'i' 'en'
2061 7574	' a' 'ut'
2054 6f	' T' 'o'
27 6d	"'" 'm'
20636f7572 74	' cour' 't'
706c 6179	'pl' 'ay'
207472 79	' tr' 'y'
2074 7265	' t' 're'
206d696c6974 617279	' milit' 'ary'
20 7a	' ' 'z'
206e65 6172	' ne' 'ar'
6f73 70	'os' 'p'
206d 756c74	' m' 'ult'
5768 6174	'Wh' 'at'
2066 616365	' f' 'ace'
77617264 73	'ward' 's'
2031 34	' 1' '4'
20736563 7572697479	' sec' 'urity'
20 6572	' ' 'er'
2050 6f6c	' P' 'ol'
73 79	's' 'y'
2070726f 706572	' pro' 'per'
2064697363 757373	' disc' 'uss'
207468 72656174	' th' 'reat'
20746f 74	' to' 't'
2073747564 79	' stud' 'y'
2073696e67 6c65	' sing' 'le'
2072 6174686572	' r' 'ather'
20696e64 6976696475616c	' ind' 'ividual'
2041 66	' A' 'f'
2042 726974	' B' 'rit'
2057 6172	' W' 'ar'
20 c2	' ' '�'
7474 70	'tt' 'p'
207175 69636b	' qu' 'ick'
2044 6f6e	' D' 'on'
206d 696e64	' m' 'ind'
2053 6563	' S' 'ec'
6c65 6d656e74	'le' 'ment'
616c 6573	'al' 'es'
616d 6564	'am' 'ed'
6174 6963	'at' 'ic'
41 6e	'A' 'n'
204e 6f727468	' N' 'orth'
6170 6572	'ap' 'er'
2070 75626c	' p' 'ubl'
20706f6c6963 79	' polic' 'y'
206d 657373	' m' 'ess'
72 6973	'r' 'is'
70 6172	'p' 'ar'
20626c 61636b	' bl' 'ack'
2077616e74 6564	' want' 'ed'
2066 616c6c	' f' 'all'
6972 63	'ir' 'c'
2a 2a	'*' '*'
6f 6666	'o' 'ff'
2066 6f6f64	' f' 'ood'
2073 756d	' s' 'um'
20736f6d65 6f6e65	' some' 'one'
6c6c 696e67	'll' 'ing'
6964 73	'id' 's'
4f 6e	'O' 'n'
20 7c	' ' '|'
20 2f	' ' '/'
2063 756c74	' c' 'ult'
2073706563 69616c	' spec' 'ial'
20636f6d 62	' com' 'b'
206b65 79	' ke' 'y'
204d 616e	' M' 'an'
20706c6179 6572	' play' 'er'
207265 6475	' re' 'du'
2047 72	' G' 'r'
206272 696e67	' br' 'ing'
2031 33	' 1' '3'
20636f6d70 616e	' comp' 'an'
2031 37	' 1' '7'
70 6c79	'p' 'ly'
2044 6570	' D' 'ep'
20617474 656d7074	' att' 'empt'
204e 6174696f6e616c	' N' 'ational'
2074 616b696e67	' t' 'aking'
2042 6172	' B' 'ar'
57 68656e	'W' 'hen'
4f 4e	'O' 'N'
6966 79	'if' 'y'
6f6c 7574696f6e	'ol' 'ution'
20 3a	' ' ':'
76 69726f6e	'v' 'iron'
2066 6f6f74	' f' 'oot'
2043 616c	' C' 'al'
3a 2f2f	':' '//'
20656c 7365	' el' 'se'
20707265 74	' pre' 't'
2062 6f6479	' b' 'ody'
207370 616365	' sp' 'ace'
656c 74	'el' 't'
726f 7465	'ro' 'te'
6f 766572	'o' 'ver'
64 64	'd' 'd'
2070726f62 61626c79	' prob' 'ably'
31 36	'1' '6'
6963 756c74	'ic' 'ult'
2e 29	'.' ')'
206672 6f6e74	' fr' 'ont'
2063 6f75	' c' 'ou'
206e6f74 68696e67	' not' 'hing'
2073 77	' s' 'w'
617368696e67 746f6e	'ashing' 'ton'
2049 6d	' I' 'm'
20636f6e 6e656374	' con' 'nect'
63 686573	'c' 'hes'
2057 6f726c64	' W' 'orld'
2072657365 61726368	' rese' 'arch'
31 34	'1' '4'
6d 696e67	'm' 'ing'
20436c 696e746f6e	' Cl' 'inton'
2043 697479	' C' 'ity'
20636f6d 696e67	' com' 'ing'
20706f696e74 73	' point' 's'
204973 7261656c	' Is' 'rael'
52 45	'R' 'E'
20686f77 65766572	' how' 'ever'
2064657363 726962	' desc' 'rib'
67 6f	'g' 'o'
206a 6f	' j' 'o'
207369676e 69666963	' sign' 'ific'
2073696d 696c6172	' sim' 'ilar'
79 6e	'y' 'n'
7265 6d65	're' 'me'
63 696e67	'c' 'ing'
2062656e 6566	' ben' 'ef'
6c69 6572	'li' 'er'
2041 757374	' A' 'ust'
20646563 6973696f6e	' dec' 'ision'
2065 6974686572	' e' 'ither'
6163 6573	'ac' 'es'
2063 6f756e	' c' 'oun'
61 756c74	'a' 'ult'
53 6f	'S' 'o'
206d 617373	' m' 'ass'
6d 62	'm' 'b'
2048 6172	' H' 'ar'
2073 7573	' s' 'us'
2074 617267	' t' 'arg'
756c6c 79	'ull' 'y'
616e 61	'an' 'a'
206665 6174	' fe' 'at'
5468 6174	'Th' 'at'
20696d 6d	' im' 'm'
20636f6e 76	' con' 'v'
206578 697374	' ex' 'ist'
6972 6c	'ir' 'l'
20656e 63	' en' 'c'
20323031 33	' 201' '3'
